date,symbol,open,high,low,close,volume
3/14/2018 18:00,CRYPTOCAP:BTC.D,46.26850139,47.05160997,45.72328033,46.55885236,5170154962
3/15/2018 18:00,CRYPTOCAP:BTC.D,46.54658626,47.41185792,46.06612898,46.83709259,5170154962
3/16/2018 18:00,CRYPTOCAP:BTC.D,46.83701083,47.76564188,46.38642159,47.58255993,5170154962
3/17/2018 18:00,CRYPTOCAP:BTC.D,47.50409063,50.06649134,47.06361279,48.3644978,4592761081
3/18/2018 18:00,CRYPTOCAP:BTC.D,48.32662234,49.14108554,47.25967067,47.6414776,4592761081
3/19/2018 18:00,CRYPTOCAP:BTC.D,47.65394554,48.66830713,47.17365307,47.99744996,4592761081
3/20/2018 18:00,CRYPTOCAP:BTC.D,48.0029731,48.95056082,47.18755227,48.09012164,4592761081
3/21/2018 18:00,CRYPTOCAP:BTC.D,48.08338834,48.89117346,47.66400354,48.32651466,4592761081
3/22/2018 18:00,CRYPTOCAP:BTC.D,48.2967263,49.18528108,48.0124701,48.73729558,4592761081
3/23/2018 18:00,CRYPTOCAP:BTC.D,48.72657037,48.95102186,47.90799307,48.455342,4592761081
3/24/2018 18:00,CRYPTOCAP:BTC.D,48.367777,48.67637078,47.84356503,48.16414953,5190722055
3/25/2018 18:00,CRYPTOCAP:BTC.D,48.13928651,49.34549339,47.82697243,49.01732288,5190722055
3/26/2018 18:00,CRYPTOCAP:BTC.D,48.97008438,49.95598377,48.52549961,49.33281569,5190722055
3/27/2018 18:00,CRYPTOCAP:BTC.D,49.35061771,49.9216175,48.91699922,49.69195574,5190722055
3/28/2018 18:00,CRYPTOCAP:BTC.D,49.67233046,50.59179907,49.23835216,50.31056311,5190722055
3/29/2018 18:00,CRYPTOCAP:BTC.D,50.25527375,50.67607363,48.94003636,49.33562992,5190722055
3/30/2018 18:00,CRYPTOCAP:BTC.D,49.34216516,50.01239809,48.8763792,49.65910105,5190722055
3/31/2018 18:00,CRYPTOCAP:BTC.D,49.01677116,49.94647351,48.80183213,49.62463165,4201831511
4/1/2018 18:00,CRYPTOCAP:BTC.D,49.62501745,50.11901831,49.05809059,49.64132237,4201831511
4/2/2018 18:00,CRYPTOCAP:BTC.D,49.64282209,50.04147378,48.41726504,48.8281978,4201831511
4/3/2018 18:00,CRYPTOCAP:BTC.D,48.84890537,49.84619742,48.20659449,49.24469495,4201831511
4/4/2018 18:00,CRYPTOCAP:BTC.D,49.23784527,49.68997307,48.46694586,49.00745694,4201831511
4/5/2018 18:00,CRYPTOCAP:BTC.D,49.02521819,49.67667179,48.65038501,49.21451965,4201831511
4/6/2018 18:00,CRYPTOCAP:BTC.D,49.21165297,49.71748735,49.07660537,49.42430221,4201831511
4/7/2018 18:00,CRYPTOCAP:BTC.D,49.34538589,49.62960957,48.81624842,49.04200256,3800003781
4/8/2018 18:00,CRYPTOCAP:BTC.D,49.1106588,49.16841557,48.12542903,48.56476584,3800003781
4/9/2018 18:00,CRYPTOCAP:BTC.D,48.54479604,48.86813358,47.85821109,48.18412963,3800003781
4/10/2018 18:00,CRYPTOCAP:BTC.D,48.20904397,48.45080692,46.62076367,47.0259179,3800003781
4/11/2018 18:00,CRYPTOCAP:BTC.D,47.03255902,48.27270566,46.15768216,46.89789746,3800003781
4/12/2018 18:00,CRYPTOCAP:BTC.D,46.87343329,47.3855337,45.36903241,46.87350558,3800003781
4/13/2018 18:00,CRYPTOCAP:BTC.D,46.88188029,47.44010102,46.26152504,46.90726777,3800003781
4/14/2018 18:00,CRYPTOCAP:BTC.D,46.77836385,47.15201355,45.92411337,46.25444122,5037283036
4/15/2018 18:00,CRYPTOCAP:BTC.D,46.25809138,46.82635746,45.67851383,46.09772022,5037283036
4/16/2018 18:00,CRYPTOCAP:BTC.D,46.09089923,46.4103201,45.09708858,45.81649557,5037283036
4/17/2018 18:00,CRYPTOCAP:BTC.D,45.82304876,46.01580751,44.32829705,44.63720942,5037283036
4/18/2018 18:00,CRYPTOCAP:BTC.D,44.6319049,45.00641337,42.9359303,43.31329795,5037283036
4/19/2018 18:00,CRYPTOCAP:BTC.D,43.30179245,43.7614498,41.80197589,42.43170632,5037283036
4/20/2018 18:00,CRYPTOCAP:BTC.D,42.41687075,44.55248108,42.21758498,43.3850472,5037283036
4/21/2018 18:00,CRYPTOCAP:BTC.D,43.36945529,43.87432157,41.85296167,42.67976769,6966437035
4/22/2018 18:00,CRYPTOCAP:BTC.D,42.72246127,42.91575524,41.40004677,41.74608343,6966437035
4/23/2018 18:00,CRYPTOCAP:BTC.D,41.74600912,42.50055905,40.40631279,41.88384942,6966437035
4/24/2018 18:00,CRYPTOCAP:BTC.D,41.89349875,44.22393687,41.59459416,42.82246282,6966437035
4/25/2018 18:00,CRYPTOCAP:BTC.D,42.83204294,43.24386711,41.61908052,42.01403736,6966437035
4/26/2018 18:00,CRYPTOCAP:BTC.D,42.00663784,42.54523625,41.14781166,41.86892644,6966437035
4/27/2018 18:00,CRYPTOCAP:BTC.D,41.8839994,42.06891016,40.67686739,41.15113305,6966437035
4/28/2018 18:00,CRYPTOCAP:BTC.D,41.08936944,41.53695052,39.93665165,40.51481611,8596056928
4/29/2018 18:00,CRYPTOCAP:BTC.D,40.51062796,41.66043022,39.97767483,41.30558472,8596056928
4/30/2018 18:00,CRYPTOCAP:BTC.D,41.28539656,42.0614395,40.45888503,40.60374312,8596056928
5/1/2018 18:00,CRYPTOCAP:BTC.D,40.60938341,40.93329455,39.84001681,40.22482093,8596056928
5/2/2018 18:00,CRYPTOCAP:BTC.D,40.25369769,41.07010331,39.23923719,40.33060281,8596056928
5/3/2018 18:00,CRYPTOCAP:BTC.D,40.32659832,40.96270602,39.4865882,40.31873553,8596056928
5/4/2018 18:00,CRYPTOCAP:BTC.D,40.31517242,40.65294723,39.22250583,39.72377255,8596056928
5/5/2018 18:00,CRYPTOCAP:BTC.D,39.67405139,40.67107561,39.11755255,39.86312689,7806315452
5/6/2018 18:00,CRYPTOCAP:BTC.D,39.87563812,41.23547806,39.50781666,40.21786657,7806315452
5/7/2018 18:00,CRYPTOCAP:BTC.D,40.21078924,40.72649919,39.26072152,39.96294502,7806315452
5/8/2018 18:00,CRYPTOCAP:BTC.D,39.95174161,40.98705181,39.63390539,40.35565983,7806315452
5/9/2018 18:00,CRYPTOCAP:BTC.D,40.26612347,41.01265882,39.74106577,40.80536177,7806315452
5/10/2018 18:00,CRYPTOCAP:BTC.D,40.83479262,42.37050021,40.094342,41.34374833,7806315452
5/11/2018 18:00,CRYPTOCAP:BTC.D,41.43462239,42.67116598,40.57684274,41.07611662,7806315452
5/12/2018 18:00,CRYPTOCAP:BTC.D,41.06140182,41.43632277,39.8526254,40.35896548,6256612188
5/13/2018 18:00,CRYPTOCAP:BTC.D,40.39343187,41.17951239,40.06247726,40.69443307,6256612188
5/14/2018 18:00,CRYPTOCAP:BTC.D,40.69042988,41.48255111,40.14127861,41.08278097,6256612188
5/15/2018 18:00,CRYPTOCAP:BTC.D,41.05634967,41.68501152,40.57652774,40.93509189,6256612188
5/16/2018 18:00,CRYPTOCAP:BTC.D,40.96636257,41.75815564,40.37927608,41.46483053,6256612188
5/17/2018 18:00,CRYPTOCAP:BTC.D,41.49342802,41.83747053,40.96527268,41.22278203,6256612188
5/18/2018 18:00,CRYPTOCAP:BTC.D,41.20682512,41.77867328,40.90725213,41.34228112,6256612188
5/19/2018 18:00,CRYPTOCAP:BTC.D,41.29070044,41.49431875,40.63929693,41.0592823,4761153568
5/20/2018 18:00,CRYPTOCAP:BTC.D,41.05674763,41.77315494,40.85525018,41.51658177,4761153568
5/21/2018 18:00,CRYPTOCAP:BTC.D,41.4828067,42.42696951,41.19581166,42.24441549,4761153568
5/22/2018 18:00,CRYPTOCAP:BTC.D,42.23392221,43.81470125,41.84942471,43.08026672,4761153568
5/23/2018 18:00,CRYPTOCAP:BTC.D,43.10872166,43.54304782,41.86845803,41.98263934,4761153568
5/24/2018 18:00,CRYPTOCAP:BTC.D,41.99093134,42.80982318,41.74882404,42.47975722,4761153568
5/25/2018 18:00,CRYPTOCAP:BTC.D,42.55720696,42.74305314,42.0611931,42.15929324,4761153568
5/26/2018 18:00,CRYPTOCAP:BTC.D,42.15945957,42.79288974,41.95495998,42.57988678,4091554444
5/27/2018 18:00,CRYPTOCAP:BTC.D,42.33833677,44.19299942,42.20536737,43.98459704,4091554444
5/28/2018 18:00,CRYPTOCAP:BTC.D,43.98087959,44.36230773,42.36916889,42.75060652,4091554444
5/29/2018 18:00,CRYPTOCAP:BTC.D,42.75206019,43.40877986,42.15548506,42.86087289,4091554444
5/30/2018 18:00,CRYPTOCAP:BTC.D,42.45205652,42.73881357,41.80107199,42.03419537,4091554444
5/31/2018 18:00,CRYPTOCAP:BTC.D,42.02838381,42.42393934,41.66674038,42.02832037,5001390000
6/1/2018 18:00,CRYPTOCAP:BTC.D,42.01340228,42.17251118,40.95167247,41.37731599,4871340000
6/2/2018 18:00,CRYPTOCAP:BTC.D,41.37335011,41.58772253,40.31434592,40.76367827,4957320000
6/3/2018 18:00,CRYPTOCAP:BTC.D,40.69111907,41.70636245,40.30448522,41.26146564,4994120000
6/4/2018 18:00,CRYPTOCAP:BTC.D,41.25038726,41.7081982,40.66321731,40.95848566,4923630000
6/5/2018 18:00,CRYPTOCAP:BTC.D,40.9534835,41.45398,40.82530712,41.22448069,4534150000
6/6/2018 18:00,CRYPTOCAP:BTC.D,41.20938702,41.66393036,40.85122758,41.30771967,4673610000
6/7/2018 18:00,CRYPTOCAP:BTC.D,41.32561349,41.79719443,41.06438069,41.53370574,4326070000
6/8/2018 18:00,CRYPTOCAP:BTC.D,41.53423901,41.86045043,41.1187656,41.4994556,4326070000
6/9/2018 18:00,CRYPTOCAP:BTC.D,41.48597279,42.91395288,41.35267769,42.2227748,4326070000
6/10/2018 18:00,CRYPTOCAP:BTC.D,42.21756893,43.09347377,41.73363715,42.17775298,4326070000
6/11/2018 18:00,CRYPTOCAP:BTC.D,42.1708532,43.44241475,41.79885537,43.01155695,4326070000
6/12/2018 18:00,CRYPTOCAP:BTC.D,43.05527916,44.10000237,42.69846761,43.06784083,4326070000
6/13/2018 18:00,CRYPTOCAP:BTC.D,43.05570887,43.80816306,42.11398861,42.50849548,5134160000
6/14/2018 18:00,CRYPTOCAP:BTC.D,42.51139634,43.29479727,42.31584546,42.91737754,4212230000
6/15/2018 18:00,CRYPTOCAP:BTC.D,42.89621651,43.31625665,42.70759422,43.04072752,3396330000
6/16/2018 18:00,CRYPTOCAP:BTC.D,43.04988673,43.28908238,42.7408543,43.04008541,3038970000
6/17/2018 18:00,CRYPTOCAP:BTC.D,43.03606457,43.57152163,42.90126716,43.21600962,3264160000
6/18/2018 18:00,CRYPTOCAP:BTC.D,43.18366115,43.46545676,42.4457281,42.84055014,3264160000
6/19/2018 18:00,CRYPTOCAP:BTC.D,42.82953583,43.37397059,42.74678792,43.15663434,3264160000
6/20/2018 18:00,CRYPTOCAP:BTC.D,43.13264786,43.59966587,42.66900453,43.34082201,3264160000
6/21/2018 18:00,CRYPTOCAP:BTC.D,43.33519782,44.48073537,43.20903541,44.05522672,4506400000
6/22/2018 18:00,CRYPTOCAP:BTC.D,44.08864191,44.4281607,43.68876794,44.08061045,4037510000
6/23/2018 18:00,CRYPTOCAP:BTC.D,44.12397167,45.66884392,43.97261997,44.96199097,4444550000
6/24/2018 18:00,CRYPTOCAP:BTC.D,44.91138916,45.32662999,44.20562318,44.86773425,5019180000
6/25/2018 18:00,CRYPTOCAP:BTC.D,44.8798594,46.10020748,44.7301364,45.8836742,3181900000
6/26/2018 18:00,CRYPTOCAP:BTC.D,45.89483163,46.16602763,45.12058423,45.38902002,3410310000
6/27/2018 18:00,CRYPTOCAP:BTC.D,45.33330322,46.04870952,45.0800234,45.69938594,3218350000
6/28/2018 18:00,CRYPTOCAP:BTC.D,45.7203672,46.75340473,45.7203672,46.0747495,3979400000
6/29/2018 18:00,CRYPTOCAP:BTC.D,46.06503118,46.24811908,45.3625946,45.73035188,4537190000
6/30/2018 18:00,CRYPTOCAP:BTC.D,45.73467376,46.13594084,45.13533468,45.56033744,4803190000
7/1/2018 18:00,CRYPTOCAP:BTC.D,45.60369899,45.89100876,44.47343262,44.97672224,4403750000
7/2/2018 18:00,CRYPTOCAP:BTC.D,44.99135581,45.47193961,44.08163585,45.26020692,4664840000
7/3/2018 18:00,CRYPTOCAP:BTC.D,45.25193955,45.25193955,44.6150293,45.13323706,4185290000
7/4/2018 18:00,CRYPTOCAP:BTC.D,45.14340672,45.73890151,44.75233663,45.32620871,4991030000
7/5/2018 18:00,CRYPTOCAP:BTC.D,45.31501311,46.2510071,45.22332376,45.68071722,4306880000
7/6/2018 18:00,CRYPTOCAP:BTC.D,45.70643362,46.25130835,45.3040074,45.54941295,3930910000
7/7/2018 18:00,CRYPTOCAP:BTC.D,45.57423816,45.84418624,45.03882068,45.57105429,3405100000
7/8/2018 18:00,CRYPTOCAP:BTC.D,45.5652439,46.38633414,45.30246708,46.24059814,3715380000
7/9/2018 18:00,CRYPTOCAP:BTC.D,46.16560212,47.0724675,45.99298989,46.70082184,4052880000
7/10/2018 18:00,CRYPTOCAP:BTC.D,46.63895349,47.27586846,46.11071751,46.46610044,3644780000
7/11/2018 18:00,CRYPTOCAP:BTC.D,46.45280149,47.02645229,46.28646541,46.73801674,3641560000
7/12/2018 18:00,CRYPTOCAP:BTC.D,46.70867597,46.84938866,45.8305658,46.32786968,3852320000
7/13/2018 18:00,CRYPTOCAP:BTC.D,46.46679701,46.67576266,46.13247536,46.40404959,2932620000
7/14/2018 18:00,CRYPTOCAP:BTC.D,46.41182816,46.57650208,45.68999035,45.95743327,3283950000
7/15/2018 18:00,CRYPTOCAP:BTC.D,45.96973956,46.23063042,45.27475121,45.56912131,4681790000
7/16/2018 18:00,CRYPTOCAP:BTC.D,45.58468253,46.47746822,45.52666683,46.37489973,5982880000
7/17/2018 18:00,CRYPTOCAP:BTC.D,46.39273285,47.5284055,45.67514939,47.09215266,6107080000
7/18/2018 18:00,CRYPTOCAP:BTC.D,47.05332827,48.03923427,46.77963923,47.79062504,5119980000
7/19/2018 18:00,CRYPTOCAP:BTC.D,47.80547975,49.47964754,47.75973307,48.98730622,4935390000
7/20/2018 18:00,CRYPTOCAP:BTC.D,48.99483189,49.30745285,48.1737558,48.55955057,3728390000
7/21/2018 18:00,CRYPTOCAP:BTC.D,48.60640791,48.99463046,48.15391353,48.80594431,3697960000
7/22/2018 18:00,CRYPTOCAP:BTC.D,48.79814635,50.11023193,48.6046669,50.11023193,5129510000
7/23/2018 18:00,CRYPTOCAP:BTC.D,50.10095639,51.07597963,49.73640067,50.77666601,7283910000
7/24/2018 18:00,CRYPTOCAP:BTC.D,50.75921439,50.99533926,49.96158177,50.16403811,5893780000
7/25/2018 18:00,CRYPTOCAP:BTC.D,50.18477153,50.51950616,49.61607714,50.17313341,4882500000
7/26/2018 18:00,CRYPTOCAP:BTC.D,50.18590783,50.72781155,49.99597921,50.58206967,5190950000
7/27/2018 18:00,CRYPTOCAP:BTC.D,50.60651076,50.88934016,50.29784892,50.66003883,4000970000
7/28/2018 18:00,CRYPTOCAP:BTC.D,50.67742655,51.01526138,50.428037,50.7773241,4100950000
7/29/2018 18:00,CRYPTOCAP:BTC.D,50.76948608,51.44807166,50.57738682,51.34085015,5553014586
7/30/2018 18:00,CRYPTOCAP:BTC.D,51.34999989,51.97646611,51.13499325,51.27361116,5280899856
7/31/2018 18:00,CRYPTOCAP:BTC.D,51.30497041,51.6622613,50.64960069,51.19670921,4808542938
8/1/2018 18:00,CRYPTOCAP:BTC.D,51.19187302,52.06270153,51.07021385,51.81904932,4221515944
8/2/2018 18:00,CRYPTOCAP:BTC.D,51.66034281,52.01353835,50.77845194,51.06288729,4628471078
8/3/2018 18:00,CRYPTOCAP:BTC.D,51.05426279,51.19313274,50.35788154,50.55179662,4270122489
8/4/2018 18:00,CRYPTOCAP:BTC.D,50.5238194,50.63632653,50.00696222,50.22805084,3670056750
8/5/2018 18:00,CRYPTOCAP:BTC.D,50.21492948,50.75385962,50.03118172,50.39631379,3919160908
8/6/2018 18:00,CRYPTOCAP:BTC.D,50.41360402,51.54141053,50.24596026,51.19699331,4691207544
8/7/2018 18:00,CRYPTOCAP:BTC.D,51.19021954,52.72474829,50.82418918,51.97059378,5068309818
8/8/2018 18:00,CRYPTOCAP:BTC.D,51.98572303,52.36998606,51.33365685,52.00710259,4271514200
8/9/2018 18:00,CRYPTOCAP:BTC.D,52.05834241,52.81723669,51.64421933,52.34413608,4527755883
8/10/2018 18:00,CRYPTOCAP:BTC.D,52.32474536,54.34417255,52.32474536,53.84134429,4043590963
8/11/2018 18:00,CRYPTOCAP:BTC.D,53.8878451,54.20373008,53.47408941,54.0433766,5676779320
8/12/2018 18:00,CRYPTOCAP:BTC.D,54.02886897,56.88226142,53.77656426,56.08579313,4079426743
8/13/2018 18:00,CRYPTOCAP:BTC.D,56.0658211,57.96746507,55.87987453,56.45054173,5290455553
8/14/2018 18:00,CRYPTOCAP:BTC.D,56.43250375,56.88003714,55.53451742,56.44931725,4886359231
8/15/2018 18:00,CRYPTOCAP:BTC.D,56.41566616,56.819253,55.56830678,56.0186285,4312761828
8/16/2018 18:00,CRYPTOCAP:BTC.D,55.93196331,56.0718286,53.1517754,53.46093222,4987233228
8/17/2018 18:00,CRYPTOCAP:BTC.D,53.45802386,55.59780506,53.1158722,54.80663496,3996315274
8/18/2018 18:00,CRYPTOCAP:BTC.D,54.76811556,55.23769535,53.85875192,54.53387099,3306094883
8/19/2018 18:00,CRYPTOCAP:BTC.D,54.53162619,56.06745261,54.17754341,55.83954431,3648779179
8/20/2018 18:00,CRYPTOCAP:BTC.D,55.81744936,56.3395324,55.19759532,55.66631615,3402320594
8/21/2018 18:00,CRYPTOCAP:BTC.D,55.65832277,56.71636392,55.40861317,56.22493782,4655231091
8/22/2018 18:00,CRYPTOCAP:BTC.D,56.23744161,56.60454708,55.72772664,56.12185719,3436846276
8/23/2018 18:00,CRYPTOCAP:BTC.D,56.12176462,56.63184574,55.98510102,56.33972037,4092725148
8/24/2018 18:00,CRYPTOCAP:BTC.D,56.344469,56.83355919,56.05175083,56.49586661,3322195171
8/25/2018 18:00,CRYPTOCAP:BTC.D,56.49352981,56.96105057,56.24502285,56.60575928,3283629115
8/26/2018 18:00,CRYPTOCAP:BTC.D,56.56591568,56.78314707,55.56404233,55.83940654,3973486107
8/27/2018 18:00,CRYPTOCAP:BTC.D,55.83055884,56.39363047,55.19077225,55.50969878,4682402893
8/28/2018 18:00,CRYPTOCAP:BTC.D,55.49421291,56.27612686,55.1573982,55.92058362,4154187635
8/29/2018 18:00,CRYPTOCAP:BTC.D,55.91729735,56.77017943,55.61668792,56.16229038,4446335662
8/30/2018 18:00,CRYPTOCAP:BTC.D,56.18687436,57.26071912,55.60351254,56.07171814,4506236933
8/31/2018 18:00,CRYPTOCAP:BTC.D,56.06932019,56.1905923,54.63530075,55.31268545,4116445189
9/1/2018 18:00,CRYPTOCAP:BTC.D,55.27141975,56.16261595,54.99999892,55.70025584,4313224794
9/2/2018 18:00,CRYPTOCAP:BTC.D,55.74337038,56.23399683,55.37839444,55.89725856,4089791094
9/3/2018 18:00,CRYPTOCAP:BTC.D,55.91445258,56.33476057,55.51272502,56.16107686,4253478199
9/4/2018 18:00,CRYPTOCAP:BTC.D,56.19574041,59.04935249,55.63693475,58.81383193,5792582101
9/5/2018 18:00,CRYPTOCAP:BTC.D,58.83710222,58.92996428,57.39960979,57.63244013,5564849638
9/6/2018 18:00,CRYPTOCAP:BTC.D,57.62943753,58.55551469,57.17876931,58.31343492,4275595416
9/7/2018 18:00,CRYPTOCAP:BTC.D,58.29390715,60.44416228,57.33156878,59.9640542,3851388649
9/8/2018 18:00,CRYPTOCAP:BTC.D,59.73358182,60.78373273,58.51343549,59.81391169,3851388649
9/9/2018 18:00,CRYPTOCAP:BTC.D,59.57726743,60.54163447,58.89172907,59.8511123,3851388649
9/10/2018 18:00,CRYPTOCAP:BTC.D,59.59718838,61.70754919,59.0955512,60.78131863,3851388649
9/11/2018 18:00,CRYPTOCAP:BTC.D,60.58865646,62.51334788,60.30241575,60.89584729,3851388649
9/12/2018 18:00,CRYPTOCAP:BTC.D,60.66290294,60.87533926,58.36995987,59.07012991,3851388649
9/13/2018 18:00,CRYPTOCAP:BTC.D,58.85012992,59.91238251,58.01746891,59.32661722,3851388649
9/14/2018 18:00,CRYPTOCAP:BTC.D,59.10202934,59.28818871,58.02432778,58.6475617,3851388649
9/15/2018 18:00,CRYPTOCAP:BTC.D,58.44194812,59.63130069,58.3099398,58.6411449,3851388649
9/16/2018 18:00,CRYPTOCAP:BTC.D,58.39881522,60.85863584,58.1708177,60.54848355,3851388649
9/17/2018 18:00,CRYPTOCAP:BTC.D,60.33890981,60.76322921,58.23950446,59.06544547,3851388649
9/18/2018 18:00,CRYPTOCAP:BTC.D,58.84254085,60.12358294,57.92635356,58.8816702,3851388649
9/19/2018 18:00,CRYPTOCAP:BTC.D,58.64134534,59.10087692,55.25253696,56.16556057,3851388649
9/20/2018 18:00,CRYPTOCAP:BTC.D,55.85814046,56.71694289,50.84812635,53.31205231,3851388649
9/21/2018 18:00,CRYPTOCAP:BTC.D,53.05958685,55.12903117,52.18099169,53.82043668,3851388649
9/22/2018 18:00,CRYPTOCAP:BTC.D,53.57676125,54.08445477,52.44310567,53.2824278,3851388649
9/23/2018 18:00,CRYPTOCAP:BTC.D,53.04861117,55.4960303,52.90960194,55.21806782,3851388649
9/24/2018 18:00,CRYPTOCAP:BTC.D,54.99855562,57.49633228,54.4015207,55.40599323,3851388649
9/25/2018 18:00,CRYPTOCAP:BTC.D,55.14055859,56.44477425,53.90486867,55.41011274,3851388649
9/26/2018 18:00,CRYPTOCAP:BTC.D,55.1794453,55.6284147,53.13654668,53.84810241,3851388649
9/27/2018 18:00,CRYPTOCAP:BTC.D,53.61235376,55.06728055,53.21853724,54.41159429,3851388649
9/28/2018 18:00,CRYPTOCAP:BTC.D,54.18258414,55.14019862,53.03577852,53.82960715,3851388649
9/29/2018 18:00,CRYPTOCAP:BTC.D,53.61782609,54.26146598,52.77135775,53.65881086,3851388649
9/30/2018 18:00,CRYPTOCAP:BTC.D,53.43089404,54.61365985,53.10585061,53.83684072,3851388649
10/1/2018 18:00,CRYPTOCAP:BTC.D,53.56469953,54.89856792,53.39254769,54.71278578,3851388649
10/2/2018 18:00,CRYPTOCAP:BTC.D,54.49007834,55.46428898,54.36063453,55.00681243,3851388649
10/3/2018 18:00,CRYPTOCAP:BTC.D,54.77126622,55.04291915,54.08542063,54.76410458,3851388649
10/4/2018 18:00,CRYPTOCAP:BTC.D,54.53342227,55.11639458,54.06360584,54.59044408,3851388649
10/5/2018 18:00,CRYPTOCAP:BTC.D,55.05247123,56.14651215,54.8509747,55.64234694,3257077354
10/6/2018 18:00,CRYPTOCAP:BTC.D,55.640316,56.05248143,55.2803452,55.56745394,3317882743
10/7/2018 18:00,CRYPTOCAP:BTC.D,55.57938623,55.77957112,55.01125439,55.29796765,3991626573
